                     objid  nvote  spiral  elliptical  uncertain          ra       dec  petror90_r   expAB_r          u          g          r          i        u-g
5436   1237654605863452837     33       0           1          0  162.045870  5.001655    38.78913  0.955972  19.826170  17.850510  16.922090  16.458440   1.975660
5437   1237654605863452999     28       0           1          0  162.037050  4.965456    13.86174  0.668326  18.139540  16.169990  15.288930  14.871420   1.969550
5438   1237654605863453039     27       0           0          1  162.061120  4.956989    11.54440  0.871889  17.895980  16.451360  15.808370  15.484720   1.444620
5439   1237654605863518421     59       1           0          0  162.113951  4.825496    12.97743  0.897264  17.277040  15.933230  15.356600  15.029210   1.343810
5440   1237654605863583885     29       1           0          0  162.281155  4.940694    11.68315  0.521424  18.148050  16.293980  15.476340  15.067440   1.854070
5441   1237654605863649499     26       0           0          1  162.503260  4.962777    12.65989  0.776587  18.055840  16.094010  15.148480  14.669810   1.961830
5442   1237654605863911589     46       0           0          1  163.027187  5.034839    10.53156  0.440941  17.862380  16.246020  15.488990  15.115410   1.616360
5443   1237654605863911607     22       0           1          0  163.034455  5.059273    13.24601  0.771507  17.978030  16.087080  15.185110  14.790670   1.890950
5444   1237654605864108169     64       1           0          0  163.530508  4.940201    11.14524  0.260309  17.610630  16.772440  16.596530  16.539100   0.838190
5445   1237654605864435789     32       0           0          1  164.326045  5.085558    36.45450  0.404635  19.479240  17.657390  16.883600  16.415630   1.821850
5446   1237654605864567030     31       0           1          0  164.564886  5.007619    11.09547  0.933551  20.920430  19.004450  17.591000  17.062440   1.915980
5447   1237654605864632434     25       1           0          0  164.779492  5.006244    22.51732  0.517946  17.009030  15.559370  14.860290  14.530220   1.449660
5448   1237654605864632591     21       1           0          0  164.638190  5.022365    11.01144  0.839079  18.884060  17.652100  17.203770  16.943500   1.231960
5449   1237654605864894548     26       1           0          0  165.285545  5.035015    12.05701  0.313002  19.048360  16.728190  15.968430  15.556580   2.320170
5450   1237654605865091202     30       1           0          0  165.768206  5.097406    18.53023  0.514817  16.830640  15.679570  15.268640  15.067880   1.151070
5451   1237654605865091227     34       0           0          1  165.775351  4.937943    14.01710  0.555301  17.998950  16.161930  15.333220  14.938290   1.837020
5452   1237654605865091268     35       1           0          0  165.828751  4.983042    10.54430  0.171484  18.456670  16.908340  16.343720  15.993100   1.548330
5453   1237654605865091322     30       1           0          0  165.791244  5.069591    10.31206  0.253725  18.893510  17.735020  17.295210  17.057300   1.158490
5454   1237654605865222300     44       0           1          0  166.028549  5.027499    15.93376  0.868917  17.561760  15.862190  15.123670  14.757060   1.699570
5455   1237654605865287919     62       0           1          0  166.232569  5.008379    10.29699  0.664683  20.950620  18.486440  17.069090  16.544390   2.464180
5456   1237654605865746733     37       0           0          1  167.261982  5.031631    13.56940  0.836694  17.013780  15.970150  15.591080  15.367980   1.043630
5457   1237654605865746802     34       0           0          1  167.324199  5.092681    11.58176  0.425217  19.155170  17.897230  17.614820  17.498970   1.257940
5458   1237654605865812048     33       1           0          0  167.386977  5.097188    12.82049  0.757412  17.792370  16.049370  15.286510  14.949080   1.743000
5459   1237654605865812108     25       0           0          1  167.466216  5.021034    11.07739  0.900024  17.758370  16.319550  15.729830  15.427820   1.438820
5460   1237654028717457479     27       0           1          0  170.424728  1.520787    15.12941  0.680399  17.120360  15.288640  14.524450  14.156150   1.831720
5461   1237654028717588614     51       0           1          0  170.690703  1.559934    12.20954  0.710885  19.672920  17.697480  16.664600  16.240880   1.975440
5462   1237654028718047498     27       1           0          0  171.814357  1.532370    12.36274  0.907479  17.413940  16.234760  15.835620  15.622160   1.179180
5463   1237654028718113100     35       1           0          0  171.960228  1.507001    10.46252  0.555882  18.312790  17.061480  16.476320  16.169730   1.251310
5464   1237654028718440661     45       1           0          0  172.717339  1.547401    20.27288  0.607104  17.527050  15.702760  14.918400  14.548070   1.824290
5465   1237654029253673112     23       1           0          0  168.899995  1.841907    10.96312  0.666607  17.565950  16.213560  15.498720  15.100170   1.352390
5466   1237654029253935230     31       0           1          0  169.543525  1.795400    11.56160  0.616306  19.420550  17.469700  16.374610  15.935640   1.950850
5467   1237654029254000745     27       1           0          0  169.673977  1.929991    10.21264  0.419814  17.860470  15.945710  15.054750  14.611220   1.914760
5468   1237654029254787278     26       1           0          0  171.504202  1.984139    24.88447  0.658444  15.591790  14.197450  13.519310  13.165650   1.394340
5469   1237654029255180362     28       0           0          1  172.281766  2.015530    17.72481  0.378473  16.888720  15.207220  14.428760  14.035790   1.681500
5470   1237654029255180367     28       0           0          1  172.296590  1.997476    17.71494  0.914446  20.178520  18.278470  17.258700  16.819310   1.900050
5471   1237654029255180467     63       1           0          0  172.407648  1.910482    10.97979  0.200000  19.211650  17.600290  16.660050  16.102170   1.611360
5472   1237654029255245945     60       1           0          0  172.549747  1.827358    17.72935  0.869926  16.595980  15.202850  14.574480  14.190890   1.393130
5473   1237654029255311484     40       1           0          0  172.673320  1.856331    11.38448  0.769369  18.586320  16.768260  15.957820  15.512040   1.818060
5474   1237654029256360262     34       1           0          0  175.027320  1.915693    12.14506  0.131809  19.075610  17.783060  17.289270  17.002630   1.292550
5475   1237654029256687839     32       0           0          1  175.835900  2.002410    10.85687  0.527270  18.055800  16.102780  15.187090  14.752360   1.953020
5476   1237654029256753340     60       1           0          0  175.945876  1.911952    11.10304  0.761369  18.674600  17.013980  16.224690  15.840520   1.660620
5477   1237654029790019657     37       1           0          0  167.633393  2.212252    10.38948  0.474176  18.090540  16.542850  15.769000  15.346280   1.547690
5478   1237654029790085352     28       0           0          1  167.890700  2.252678    10.00244  0.909843  19.136720  17.870850  17.388400  17.104760   1.265870
5479   1237654029790543963     67       0           1          0  168.922919  2.368447    11.00017  0.785158  18.346910  16.397170  15.495140  15.077050   1.949740
5480   1237654029790740684     29       0           0          1  169.426843  2.376781    10.38698  0.885198  20.499600  18.412030  17.241670  16.767960   2.087570
5481   1237654029790871688     24       1           0          0  169.598165  2.373132    10.15058  0.766990  17.983110  16.971140  16.558640  16.340350   1.011970
5482   1237654029791396032     26       0           1          0  170.891357  2.396812    18.05613  0.678933  18.135020  16.345550  15.483200  15.064310   1.789470
5483   1237654029791527048     31       1           0          0  171.218498  2.408804    11.40875  0.490879  17.784890  15.962160  15.156230  14.758560   1.822730
5484   1237654029791592613     36       0           1          0  171.360477  2.344182    10.74305  0.662616  17.702960  16.533230  15.851620  15.508110   1.169730
5485   1237654029791723736     65       0           0          1  171.591968  2.390540    12.07968  0.449985  17.352630  16.230130  15.775120  15.458790   1.122500
5486   1237654029791723750     41       1           0          0  171.605590  2.404448    13.94082  0.661181  18.381410  16.603530  15.621990  15.194660   1.777880
5487   1237654029791723962     34       0           0          1  171.655765  2.414964    10.99884  0.569737  18.797530  17.398110  16.892750  16.619440   1.399420
5488   1237654029791789260     60       0           1          0  171.697522  2.387049    12.28880  0.804776  18.051430  16.148840  15.272400  14.869040   1.902590
5489   1237654029791854805     43       1           0          0  171.847449  2.351614    11.78486  0.417022  18.841060  16.794200  15.861530  15.450560   2.046860
5490   1237654029791920344     34       1           0          0  172.059795  2.399964    14.31582  0.544975  17.538940  16.303590  15.830460  15.605320   1.235350
5491   1237654029792247948     31       1           0          0  172.736467  2.287049    14.84744  0.436419  16.881460  15.737080  15.231370  14.979040   1.144380
5492   1237654030326693929     31       0           0          1  167.228081  2.676584    16.03534  0.380586  19.856320  16.819060  16.156340  15.912350   3.037260
5493   1237654030327152790     33       1           0          0  168.249159  2.680831    10.47222  0.469029  17.907320  16.866680  16.459190  16.219540   1.040640
5494   1237654030327152909     26       0           0          1  168.358576  2.676947    10.09092  0.521132  18.838590  16.943270  16.072920  15.682930   1.895320
5495   1237654030327349474     27       1           0          0  168.789176  2.699010    14.85639  0.111333  18.367920  16.692850  15.847970  15.353540   1.675070
5496   1237654030327808742     37       0           0          1  169.832491  2.791805    10.88109  0.643451  19.683880  18.135710  17.582130  17.347860   1.548170
5497   1237654030327939325     26       1           0          0  170.144869  2.814510    12.16885  0.346733  18.035200  16.344470  15.549630  15.151910   1.690730
5498   1237654030328070275     27       1           0          0  170.386955  2.810475    19.65844  0.457180  15.883420  14.327270  13.596380  13.188430   1.556150
5499   1237654030328070394     21       1           0          0  170.361390  2.746706    10.19913  0.634849  17.102530  15.935500  15.412450  15.083310   1.167030
5500   1237654030328070508     60       0           1          0  170.406719  2.694072    12.27950  0.941010  17.706420  15.762120  14.864490  14.466640   1.944300
5501   1237654030328070593     23       0           0          1  170.466514  2.686600    10.50030  0.718405  18.575830  17.612100  17.335090  17.143300   0.963730
5502   1237654030328201506     52       0           1          0  170.746409  2.742465    10.27748  0.616703  21.298850  18.582470  17.121590  16.632160   2.716380
5503   1237654030328266773     25       0           1          0  170.793403  2.802840    12.20648  0.520802  17.265150  15.433300  14.634440  14.251170   1.831850
5504   1237654030328332397     40       0           0          1  170.955660  2.701394    16.43773  0.783047  18.010850  16.129860  15.306740  14.915390   1.880990
5505   1237654030328332452     52       1           0          0  170.998466  2.691862    26.40850  0.999927  15.517060  14.233280  13.640860  13.348280   1.283780
5506   1237654030328594594     32       0           0          1  171.591767  2.712080    11.05214  0.873342  18.136320  16.329240  15.483720  15.103120   1.807080
5507   1237654030328594766     47       0           0          1  171.534472  2.833111    10.29595  0.556509  19.097660  18.018340  17.684210  17.499590   1.079320
5508   1237654030328725567     24       0           0          1  171.968489  2.843806    49.24993  0.771597  16.925580  13.720590  12.796370  12.674800   3.204990
5509   1237654030328791130     48       1           0          0  172.068004  2.657340    12.35523  0.677753  17.071720  16.427650  16.408020  16.469300   0.644070
5510   1237654030329184419     32       0           1          0  172.999513  2.681197    11.62808  0.715455  19.020050  17.203180  16.172390  15.757490   1.816870
5511   1237654030329446518     27       0           1          0  173.479968  2.715126    11.45025  0.868860  19.202170  17.094760  16.081810  15.594810   2.107410
5512   1237654030329446580     33       0           1          0  173.519570  2.670343    10.65773  0.918291  18.803960  16.871520  15.931240  15.538490   1.932440
5513   1237654030329446620     36       1           0          0  173.583557  2.773763    15.44521  0.534515  17.454740  15.621790  14.845870  14.458410   1.832950
5514   1237654030329512069     64       1           0          0  173.669719  2.852819    10.37764  0.925377  18.155940  16.891680  16.355960  16.054670   1.264260
5515   1237654030329577696     33       1           0          0  173.874831  2.747320    10.81007  0.227604  19.797470  18.205760  17.115640  16.532850   1.591710
5516   1237654030329708673     23       1           0          0  174.129686  2.750037    13.91024  0.736032  16.950250  15.582430  15.062870  14.738160   1.367820
5517   1237654030329774214     34       1           0          0  174.251696  2.824844    13.21585  0.903565  17.950660  16.750950  16.273770  16.005970   1.199710
5518   1237654030329839802     28       0           1          0  174.505370  2.769702    16.94896  0.743501  17.489420  15.482220  14.548010  14.071400   2.007200
5519   1237654030329970840     71       1           0          0  174.775478  2.745002    11.37144  0.284794  19.263720  17.496970  16.557070  16.058950   1.766750
5520   1237654030330233089     19       0           0          1  175.351404  2.713276    13.24562  0.583001  17.329040  15.455900  14.637170  14.248970   1.873140
5521   1237654030330495123     26       1           0          0  176.015300  2.809933    15.15577  0.314671  18.200370  16.284260  15.361660  14.881170   1.916110
5522   1237654030330691644     29       0           0          1  176.403612  2.802974    10.16607  0.645891  19.334210  17.379450  16.360460  15.913470   1.954760
5523   1237654030863827099     70       1           0          0  167.802190  3.076209    11.22966  0.836898  16.559740  15.412330  14.970600  14.720420   1.147410
5524   1237654030863892624     32       0           1          0  168.007856  3.044431    10.11258  0.762043  17.339060  15.517540  14.743230  14.380650   1.821520
5525   1237654605854081247     35       1           0          0  140.525865  3.897272    26.79738  0.730042  16.340290  15.019950  14.540000  14.241250   1.320340
5526   1237654605854736619     24       0           0          1  142.103211  3.938093    10.99674  0.862268  18.281630  17.017450  16.481560  16.233460   1.264180
5527   1237654605855260714     31       0           0          1  143.267215  3.958347    14.85680  0.580552  18.138160  16.238430  15.387890  14.981640   1.899730
5528   1237654605855588469     30       1           0          0  143.968825  4.016806    16.34647  0.702930  16.580780  15.488050  15.060080  14.830590   1.092730
5529   1237654605855850621     37       1           0          0  144.576650  4.094140    16.88770  0.269782  17.486460  15.649340  14.648630  14.128620   1.837120
5530   1237654605855850736     33       1           0          0  144.562081  4.152629    15.73373  0.269931  17.830090  16.831670  16.486890  16.278810   0.998420
5531   1237654605855981623     61       1           0          0  144.943078  4.200127    39.61198  0.837500  20.894240  16.523080  15.691970  15.310570   4.371160
5532   1237654605856243957     27       1           0          0  145.555617  4.273736    12.25932  0.279399  17.767740  16.385640  15.871150  15.574870   1.382100
5533   1237654605856309257     24       0           0          1  145.604026  4.283179    22.25275  0.869983  15.926930  13.971240  13.145750  12.731000   1.955690
5534   1237654605856309591     30       1           0          0  145.717000  4.108354    10.78759  0.279248  19.270880  17.927480  17.434460  17.196380   1.343400
5535   1237654605856768035     42       0           1          0  146.673310  4.318101    14.13070  0.923742  18.196600  16.202500  15.235950  14.821980   1.994100
5536   1237654605856833762     32       0           0          1  146.790765  4.283806    10.35428  0.653509  17.740280  16.554860  16.126210  15.905610   1.185420
5537   1237654605857030284     26       1           0          0  147.253056  4.303132    10.60996  0.849004  16.834210  15.600620  15.166650  14.958240   1.233590
5538   1237654605857161412     31       1           0          0  147.630691  4.210588    12.03788  0.932527  17.294890  16.009900  15.444250  15.119670   1.284990
5539   1237654605857161497     28       0           0          1  147.560094  4.198816    11.79346  0.416521  18.053830  16.895670  16.474410  16.279190   1.158160
5540   1237654605857358005     55       1           0          0  148.034464  4.252300    20.93673  0.877910  16.658520  15.407360  14.877070  14.621390   1.251160
5541   1237654605857358040     53       0           1          0  148.049904  4.214553    11.90433  0.818527  17.679860  15.831900  15.031680  14.664650   1.847960
5542   1237654605857685633     27       0           1          0  148.844431  4.422686    10.36666  0.961330  17.959700  16.300600  15.511540  15.095660   1.659100
5543   1237654605858013317     58       1           0          0  149.527063  4.366715    12.97087  0.442995  18.027150  16.725350  16.167030  15.849190   1.301800
5544   1237654606388789532     28       1           0          0  135.653775  3.957467    11.03740  0.320665  18.076040  16.191120  15.460290  15.029430   1.884920
5545   1237654606389838178     28       0           0          1  137.936742  4.189908    10.40367  0.686361  20.768940  18.552190  17.122440  16.592890   2.216750
5546   1237654606390034604     26       0           1          0  138.387220  4.129312    11.64888  0.721776  18.669280  16.847290  15.989600  15.573670   1.821990
5547   1237654606390100342     29       1           0          0  138.547197  4.091770    11.32403  0.162216  19.411860  18.083070  17.329260  16.895490   1.328790
5548   1237654606390165561     36       0           1          0  138.718955  4.265372    10.17035  0.684000  19.531910  17.181510  15.985660  15.579090   2.350400
5549   1237654606394032242     52       0           0          1  147.646171  4.773124    22.80421  0.568590  16.433640  14.586670  13.759860  13.379790   1.846970
5550   1237654606395080975     22       0           1          0  150.016417  4.812526    11.21658  0.930848  19.176090  17.658580  16.976610  16.660130   1.517510
5551   1237654606395146394     32       0           0          1  150.071300  4.888757    12.33835  0.858950  18.215330  17.294180  16.788390  16.585270   0.921150
5552   1237654606395146497     39       1           0          0  150.205443  4.764737    12.67001  0.675373  18.039350  16.282050  15.357750  14.981710   1.757300
5553   1237658297910755842     54       1           0          0  129.713861  3.035842    10.14586  0.575299  17.861190  16.446630  15.793840  15.415310   1.414560
5554   1237658297911410922     27       1           0          0  131.196508  3.234380    10.73889  0.863400  18.475930  17.158780  16.691960  16.375310   1.317150
5555   1237658297912655933     32       0           0          1  133.948416  3.475178    10.71377  0.757943  20.083740  18.192960  17.260730  16.850140   1.890780
5556   1237658297912656443     35       0           0          1  133.953623  3.641078    15.03920  0.977981  17.390130  16.290910  15.913810  15.791760   1.099220
5557   1237658297913245875     31       0           1          0  135.369219  3.720587    18.65831  0.778974  15.830570  13.924910  13.100640  12.682940   1.905660
5558   1237658297913246025     31       1           0          0  135.298936  3.751598    10.93804  0.973907  18.079100  16.697210  16.008230  15.635600   1.381890
5559   1237658297913704456     45       1           0          0  136.272041  3.851584    13.63851  0.479990  17.833860  15.975580  15.141010  14.733440   1.858280
5560   1237658297913901155     27       0           0          1  136.763495  3.818145    17.54176  0.779198  18.117670  16.704350  16.120060  15.989580   1.413320
5561   1237658297913966652     19       0           0          1  136.882618  3.882430    10.68206  0.510878  18.847140  17.168050  16.194840  15.787030   1.679090
5562   1237658297915539505     32       1           0          0  140.494912  4.266391    10.08572  0.345749  19.530640  17.411120  16.424490  15.937450   2.119520
5563   1237658297916194931     52       0           0          1  142.086586  4.362293    11.02087  0.712777  21.658820  18.740000  17.172260  16.666350   2.918820
5564   1237658297916391566     33       1           0          0  142.401941  4.388686    10.70530  0.348738  18.965300  17.415960  16.623980  16.195890   1.549340
5565   1237658297917112498     24       1           0          0  144.040259  4.605543    12.56075  0.419625  18.175150  16.343130  15.443850  15.075850   1.832020
5566   1237658297917178105     55       0           0          1  144.249452  4.519953    12.03929  0.417360  18.374480  17.330900  16.933820  16.782750   1.043580
5567   1237658297917964406     29       0           1          0  146.086852  4.592187    18.65051  0.859902  17.413380  15.489600  14.603790  14.169420   1.923780
5568   1237658297918881886     27       1           0          0  148.127755  4.846136    17.68472  0.857422  17.009740  15.539940  14.993550  14.716630   1.469800
5569   1237658297918882019     36       0           1          0  148.196951  4.897030    11.28570  0.625420  20.456980  18.603410  17.197730  16.739250   1.853570
5570   1237658297919209640     33       0           1          0  148.865515  4.933025    11.88494  0.766660  18.987070  17.031140  16.007630  15.568330   1.955930
5571   1237658297919471792     32       0           1          0  149.549551  4.998028    10.56705  0.742946  20.376280  18.132440  16.847680  16.391970   2.243840
5572   1237658297919865003     24       0           0          1  150.358438  5.042100    10.32732  0.782441  18.886370  16.770250  15.733660  15.307650   2.116120
5573   1237658297919930588     27       0           0          1  150.571547  4.960920    13.78636  0.252465  18.373210  17.170600  16.750340  16.549190   1.202610
5574   1237658298448805959     64       0           0          1  132.229111  3.776162    87.40696  0.551264  17.527500  15.861790  15.629980  15.173440   1.665710
5575   1237658298449723658     77       0           1          0  134.342147  3.959205    11.31013  0.590586  20.026610  17.959060  16.701390  16.215640   2.067550
5576   1237658422475227215     51       1           0          0  148.918666  5.043494    14.07869  0.432409  16.277060  14.964760  14.321380  13.972410   1.312300
5577   1237658422475423894     46       1           0          0  149.382809  5.084905    11.00963  0.467116  23.326430  18.700740  17.270910  16.775770   4.625690
5578   1237673709333053749     31       0           1          0  140.546544  2.786920    12.17496  0.967936  20.781800  18.599770  17.243520  16.724690   2.182030
5579   1237673709869662376     27       0           0          1  139.722716  2.794272    12.88639  0.772926  16.755450  15.717160  15.346640  15.145310   1.038290
5580   1237674460415459533     46       0           1          0  140.484949  2.692297    18.76173  0.788416  18.556550  16.534310  15.581840  15.156990   2.022240
5581   1237674460415656128     26       1           0          0  140.833245  2.824202    11.53266  0.144060  19.636630  17.741090  16.761080  16.237430   1.895540
5582   1237674460416573723     62       1           0          0  142.728518  3.993473    10.07808  0.572729  18.473940  16.620410  15.790460  15.390220   1.853530
5583   1237674460417163478     22       0           0          1  143.764082  4.690176    10.58703  0.418887  17.715500  16.530940  16.100260  15.879550   1.184560
5584   1237674460952068402     32       1           0          0  139.756163  2.702500    10.97993  0.169980  18.811490  17.323360  16.604160  16.188360   1.488130
5585   1237674460952526958     35       0           0          1  140.729208  3.156940    30.45430  0.487399  15.375950  13.471850  12.665390  12.292280   1.904100
5586   1237674460953116756     22       1           0          0  141.870033  3.929603    18.67195  0.589419  15.318960  14.170860  13.668110  13.441380   1.148100
5587   1237674460953182252     61       0           1          0  141.923605  3.994202    21.77874  0.832187  17.160810  15.242270  14.353780  13.949950   1.918540
5588   1237674460953378975     41       0           0          1  142.334102  4.140030    15.55227  0.722791  19.161500  17.429600  16.689670  16.371840   1.731900
5589   1237674460953641089     37       0           1          0  142.923473  4.500022    20.05687  0.923871  15.698190  13.843760  13.080350  12.699370   1.854430
5590   1237654880745029837     56       1           0          0  233.231414  3.553571    11.73866  0.866262  17.512460  16.395870  15.967920  15.737440   1.116590
5591   1237654880745095429     27       0           1          0  233.433882  3.615984    12.10886  0.592257  22.740120  18.694670  17.105500  16.515820   4.045450
5592   1237654880745685039     27       0           0          1  234.723224  3.459905    10.15130  0.649994  18.827460  16.748520  15.868080  24.331130   2.078940
5593   1237654880745685488     58       0           0          1  234.729507  3.552462    10.72785  0.544647  18.486290  17.376920  17.046410  16.857710   1.109370
5594   1237654880746537176     26       0           1          0  236.662301  3.431667    10.02475  0.703168  19.008630  17.244580  16.314230  15.915530   1.764050
5595   1237654880747585991     28       0           0          1  239.139427  3.188232    11.10917  0.480377  18.354910  17.050000  16.504540  16.196250   1.304910
5596   1237654880747586005     22       1           0          0  239.166399  3.269402    11.64655  0.667696  17.950560  16.646040  16.102420  15.766560   1.304520
5597   1237654880748109866     47       0           1          0  240.267080  3.229511    10.87806  0.860600  19.582290  17.757190  16.467960  15.952750   1.825100
5598   1237654881276592166     36       0           0          1  221.123487  4.747022    30.51156  0.528718  17.849680  15.942270  15.052530  14.682980   1.907410
5599   1237654881276657785     32       1           0          0  221.258392  4.774052    10.45126  0.565383  18.046410  16.457490  15.691990  15.270000   1.588920
5600   1237654881277247568     32       0           0          1  222.724541  4.716513    10.86544  0.894245  18.797270  16.888700  15.946540  15.509550   1.908570
5601   1237654881277247750     32       1           0          0  222.720783  4.659868    12.35682  0.201935  18.332110  17.303050  16.883100  16.708550   1.029060
5602   1237654881277444419     32       1           0          0  223.082194  4.673053    10.78302  0.323765  18.594860  17.136150  16.493190  16.091750   1.458710
5603   1237654881277444561     22       1           0          0  223.077731  4.732157    11.27474  0.182628  19.065690  17.788290  17.290730  16.992190   1.277400
5604   1237654881277575306     28       1           0          0  223.380068  4.746992    17.13396  0.662973  18.010860  16.150100  15.265760  14.859540   1.860760
5605   1237654881277641148     27       0           0          1  223.568823  4.577914    11.28310  0.511361  21.104810  19.018630  17.293650  16.700850   2.086180
5606   1237654881277903251     31       0           1          0  224.115803  4.636699    10.17144  0.780110  20.443750  18.625590  17.053270  16.471730   1.818160
5607   1237654881278361799     25       1           0          0  225.197290  4.641682    13.76656  0.926075  17.776660  16.293260  15.672680  15.396860   1.483400
5608   1237654881278885896     49       1           0          0  226.334146  4.480570    23.92146  0.314086  16.905870  14.928650  14.041510  13.584470   1.977220
5609   1237655470208975093     23       1           0          0  227.212952  2.800738    11.91397  0.836283  17.537080  15.919460  15.230970  14.867760   1.617620
5610   1237655470209040590     60       0           0          1  227.304982  2.886188    10.19684  0.359405  19.699900  17.781330  17.291440  17.027340   1.918570
5611   1237655470209237056     29       0           0          1  227.774214  2.853248    24.27698  0.867396  17.956680  15.851700  14.942920  14.532620   2.104980
5612   1237655470209237308     63       1           0          0  227.780648  2.867110    15.55999  0.522577  18.373030  16.284870  15.354170  14.906040   2.088160
5613   1237655470209368179     20       0           0          1  228.138000  2.765425    12.00679  0.898980  17.628570  16.432330  15.960990  15.693450   1.196240
5614   1237655470209433823     63       0           1          0  228.218108  2.815443    11.58710  0.783646  18.932960  17.141090  16.182470  15.763990   1.791870
5615   1237655470209433983     28       0           1          0  228.312950  2.816908    14.43652  0.983431  18.752040  16.551330  15.540000  15.120280   2.200710
5616   1237655470209499231     30       1           0          0  228.447929  2.732692    13.26821  0.885976  17.789640  16.582870  16.204470  15.939850   1.206770
5617   1237655470209499347     52       0           1          0  228.329576  2.823380    10.12775  0.790200  18.927260  17.021080  16.075770  15.681950   1.906180
5618   1237655470209695834     28       1           0          0  228.877884  2.751037    13.00767  0.385216  17.546400  16.540080  16.095790  15.794200   1.006320
5619   1237655470209827169     33       0           1          0  229.164525  2.786857    13.34056  0.655292  18.383720  16.342090  15.352900  14.930670   2.041630
5620   1237655470210089203     38       1           0          0  229.774901  2.734395    11.58692  0.429427  17.479580  16.399110  16.023190  15.813560   1.080470
5621   1237655470210220309     23       0           0          1  230.065679  2.655096    14.47040  0.872463  18.205170  16.243040  15.338400  14.904240   1.962130
5622   1237655470210613460     69       1           0          0  230.921981  2.666719    12.61076  0.369830  17.664840  16.109520  15.355750  14.910960   1.555320
5623   1237655470210810246     23       1           0          0  231.405068  2.681066    12.85927  0.835435  17.490500  16.132060  15.538510  15.193780   1.358440
5624   1237655470210941094     26       0           1          0  231.653903  2.662874    10.63959  0.931969  19.263660  17.291710  16.300290  15.879690   1.971950
5625   1237655470211072183     35       0           1          0  232.068113  2.747493    11.54152  0.539254  18.849180  16.885180  15.876930  15.470670   1.964000
5626   1237655470211203250     67       1           0          0  232.234347  2.692298    10.36250  0.501733  18.075130  17.040660  16.672130  16.441360   1.034470
5627   1237655470211203396     62       0           0          1  232.353440  2.717323    10.75501  0.767425  18.053930  16.395650  15.660460  15.286920   1.658280
5628   1237655470212055368     73       0           0          1  234.240236  2.648729    10.21725  0.673440  22.585610  19.320930  17.726910  17.185510   3.264680
5629   1237655470212579619     26       0           1          0  235.478301  2.452027    12.31341  0.661728  18.107100  16.100280  15.154870  14.693190   2.006820
5630   1237655470212907257     24       1           0          0  236.251491  2.468018    18.85310  0.791207  16.474150  14.965620  14.566750  14.260470   1.508530
5631   1237655470213038344     51       1           0          0  236.441317  2.409857    19.23390  0.212378  16.154630  14.856030  14.168270  13.820920   1.298600
5632   1237655470213103633     36       1           0          0  236.569316  2.413378    29.63586  0.611072  14.652240  14.040630  13.840180  13.861460   0.611610
5633   1237655470213366069     67       1           0          0  237.266567  2.528374    14.43221  0.656818  17.167480  15.813340  15.172330  14.830340   1.354140
5634   1237655742407311517     27       0           0          1  222.776803  4.842398    14.41950  0.628774  16.654120  14.800000  13.967680  13.566560   1.854120
5635   1237655742407377166     24       1           0          0  222.847165  4.836916    10.23252  0.349886  19.157030  17.519900  16.522210  15.947970   1.637130
5636   1237655742407508224     63       0           1          0  223.285519  4.785250    11.95008  0.830750  18.025560  16.187490  15.328510  14.920470   1.838070
5637   1237655742407573768     25       1           0          0  223.304713  4.814733    12.47413  0.231161  19.676210  17.819030  16.973600  16.448740   1.857180
5638   1237655742407639217     66       0           1          0  223.559799  4.794402    10.66210  0.722876  17.321640  15.353440  14.414790  14.060490   1.968200
5639   1237655742407835709     58       0           1          0  223.998488  4.781082    17.74139  0.812371  17.914380  16.051520  15.125830  14.709920   1.862860
5640   1237655742408163543     26       0           0          1  224.733586  4.557656    12.05107  0.788122  19.470500  17.582470  16.372570  15.956410   1.888030
5641   1237655742409146642     25       0           0          1  226.932599  4.396563    13.89865  0.767679  17.744920  15.943570  15.124820  14.721420   1.801350
5642   1237655742409343253     25       1           0          0  227.464561  4.375789    13.35030  0.377153  17.269650  16.173310  15.741960  15.497050   1.096340
5643   1237655742409343266     57       0           1          0  227.467440  4.407716    15.91137  0.866820  18.482460  16.413970  15.507520  15.079010   2.068490
5644   1237655742409474231     49       0           0          1  227.667862  4.313631    11.14674  0.593758  18.015340  16.427600  15.621280  15.256310   1.587740
5645   1237655742409539752     43       0           0          1  227.770618  4.293863    34.58515  0.467397  15.940560  14.199210  13.314020  12.890760   1.741350
5646   1237655742409605159     61       0           1          0  227.994786  4.258342    11.32728  0.835919  18.232750  16.311100  15.405670  15.017610   1.921650
5647   1237655742409736258     27       0           0          1  228.300042  4.283380    11.53681  0.409425  17.058250  15.178230  14.356880  13.956840   1.880020
5648   1237655742409736403     30       0           0          1  228.253643  4.328411    10.21122  0.889961  20.249540  18.485860  17.655020  17.256010   1.763680
5649   1237655742409801806     22       0           0          1  228.430476  4.362136    10.97902  0.753470  16.805410  15.470440  14.777440  14.437700   1.334970
5650   1237655742409933005     52       0           1          0  228.715859  4.293690    14.33693  0.886379  18.128060  16.078980  15.102080  14.708990   2.049080
5651   1237655742409933288     73       0           0          1  228.684716  4.254100    10.63937  0.943007  21.102550  18.879920  17.537060  17.075390   2.222630
5652   1237655742409998533     63       0           0          1  228.860995  4.195452    10.29049  0.417386  18.494300  16.568000  15.590130  15.152460   1.926300
